,DAILY_ENTRIES,PREV_ENTRIES,ENTRIES,Stop Name,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Station ID,Complex ID,GTFS Stop ID,Division,Line,Borough,Daytime Routes,Structure,Latitude,Longitude
165,76004.0,1842956020.0,1843032024,beverly rd,358,358,358,358,358,358,358,358,357,357,245,IRT,Nostrand,Bk,2 5,Subway,40.645098,-73.948959
166,282529.0,756310326.0,756592855,bleecker st,409,409,409,409,409,409,409,409,408,619,637,IRT,Lexington Av,M,6,Subway,40.725915,-73.994659
167,611526.0,4153196870.0,4153808396,borough hall,336,336,336,336,336,336,336,336,335,620,232,IRT,Clark St,Bk,2 3,Subway,40.693219,-73.989998
168,611526.0,4153196870.0,4153808396,borough hall,416,416,416,416,416,416,416,416,415,620,423,IRT,Eastern Pky,Bk,4 5,Subway,40.692403999999996,-73.990151
169,23281.0,114960142.0,114983423,botanic garden,140,140,140,140,140,140,140,140,142,626,S04,BMT,Franklin Shuttle,Bk,S,Open Cut,40.670343,-73.959245
170,69755.0,307260126.0,307329881,bowery,102,102,102,102,102,102,102,102,103,103,M19,BMT,Jamaica,M,J Z,Subway,40.720279999999995,-73.993915
171,552568.0,49558910681.0,49559463249,bowling green,415,415,415,415,415,415,415,415,414,414,420,IRT,Lexington Av,M,4 5,Subway,40.704817,-74.014065
172,228069.0,1569010962.0,1569239031,brighton beach,54,54,54,54,54,54,54,54,55,55,D40,BMT,Broadway - Brighton,Bk,B Q,Elevated,40.577621,-73.961376
173,5521.0,26424511.0,26430032,broad channel,199,199,199,199,199,199,199,199,199,199,H04,IND,Rockaway,Q,A S,At Grade,40.608382,-73.815925
174,5521.0,26424511.0,26430032,broad channel,200,200,200,200,200,200,200,200,199,199,H19,IND,Rockaway,Q,A S,At Grade,40.608382,-73.815925
175,120313.0,374140239.0,374260552,broad st,106,106,106,106,106,106,106,106,107,107,M23,BMT,Jamaica,M,J Z,Subway,40.706476,-74.01105600000002
176,308685.0,1563336862.0,1563645547,broadway,3,3,3,3,3,3,3,3,4,4,R05,BMT,Astoria,Q,N W,Elevated,40.76182,-73.925508
177,308685.0,1563336862.0,1563645547,broadway,287,287,287,287,287,287,287,287,286,286,G30,IND,Crosstown,Bk,G,Subway,40.706092,-73.95030799999998
178,163744.0,1192422118.0,1192585862,broadway jct,91,91,91,91,91,91,91,91,92,621,J27,BMT,Jamaica,Bk,J Z,Elevated,40.679497999999995,-73.904512
179,163744.0,1192422118.0,1192585862,broadway jct,131,131,131,131,131,131,131,131,132,621,L22,BMT,Canarsie,Bk,L,Elevated,40.678856,-73.90324
180,163744.0,1192422118.0,1192585862,broadway jct,184,184,184,184,184,184,184,184,184,621,A51,IND,8th Av - Fulton St,Bk,A C,Subway,40.678334,-73.905316
181,42375.0,3107160344.0,4093220802,bronx park east,426,426,426,426,426,426,426,426,425,425,212,IRT,Lenox - White Plains Rd,Bx,2 5,Elevated,40.84882800000001,-73.86845699999998
182,103973.0,496255724.0,496359697,brook av,377,377,377,377,377,377,377,377,376,376,618,IRT,Pelham,Bx,6,Subway,40.807565999999994,-73.91924
183,64276.0,137328545.0,137392821,buhre av,362,362,362,362,362,362,362,362,361,361,602,IRT,Pelham,Bx,6,Elevated,40.84681,-73.83256899999998
184,57168.0,175668009.0,175725177,burke av,423,423,423,423,423,423,423,423,422,422,209,IRT,Lenox - White Plains Rd,Bx,2 5,Elevated,40.871356,-73.867164
185,173874.0,2680365992.0,2680539866,burnside av,385,385,385,385,385,385,385,385,384,384,409,IRT,Jerome Av,Bx,4,Elevated,40.853453,-73.907684
186,40655.0,122360916.0,122401571,bushwick av - aberdeen st,130,130,130,130,130,130,130,130,131,131,L21,BMT,Canarsie,Bk,L,Subway,40.682829,-73.905249
187,1475206.0,120015724616.0,120008782647,canal st,17,17,17,17,17,17,17,17,18,623,R23,BMT,Broadway,M,R W,Subway,40.719527,-74.001775
188,1475206.0,120015724616.0,120008782647,canal st,18,18,18,18,18,18,18,18,19,623,Q01,BMT,Manhattan Bridge,M,N Q,Subway,40.718383,-74.00046
189,1475206.0,120015724616.0,120008782647,canal st,103,103,103,103,103,103,103,103,104,623,M20,BMT,Jamaica,M,J Z,Subway,40.718092,-73.999892
190,1475206.0,120015724616.0,120008782647,canal st,169,169,169,169,169,169,169,169,169,169,A34,IND,8th Av - Fulton St,M,A C E,Subway,40.720824,-74.005229
191,1475206.0,120015724616.0,120008782647,canal st,326,326,326,326,326,326,326,326,325,325,135,IRT,Broadway - 7Av,M,1,Subway,40.722854,-74.006277
192,1475206.0,120015724616.0,120008782647,canal st,411,411,411,411,411,411,411,411,410,623,639,IRT,Lexington Av,M,6,Subway,40.718803,-74.00019300000002
193,204254.0,1036102428.0,1036306682,carroll st,238,238,238,238,238,238,238,238,237,237,F21,IND,6th Av - Culver,Bk,F G,Subway,40.680303,-73.995048
194,115795.0,427092702.0,427208497,castle hill av,366,366,366,366,366,366,366,366,365,365,607,IRT,Pelham,Bx,6,Elevated,40.834255,-73.85122199999998
195,236511.0,1012105749.0,1012342260,cathedral pkwy,309,309,309,309,309,309,309,309,308,308,118,IRT,Broadway - 7Av,M,1,Subway,40.803967,-73.966847
196,56821.0,113431126.0,113487947,central av,113,113,113,113,113,113,113,113,114,114,M10,BMT,Myrtle Av,Bk,M,Elevated,40.697857,-73.927397
197,1002339.0,101655659635.0,101656661974,chambers st,104,104,104,104,104,104,104,104,105,622,M21,BMT,Jamaica,M,J Z,Subway,40.713243,-74.003401
198,1002339.0,101655659635.0,101656661974,chambers st,170,170,170,170,170,170,170,170,170,624,A36,IND,8th Av - Fulton St,M,A C,Subway,40.714110999999995,-74.008585
199,1002339.0,101655659635.0,101656661974,chambers st,328,328,328,328,328,328,328,328,327,327,137,IRT,Broadway - 7Av,M,1 2 3,Subway,40.715478000000004,-74.009266
200,60275.0,140169367.0,140229642,chauncey st,92,92,92,92,92,92,92,92,93,93,J28,BMT,Jamaica,Bk,J Z,Elevated,40.682893,-73.91045600000002
201,635955.0,26498977777.0,26499613732,church av,43,43,43,43,43,43,43,43,44,44,D28,BMT,Broadway - Brighton,Bk,B Q,Open Cut,40.650527000000004,-73.962982
202,635955.0,26498977777.0,26499613732,church av,244,244,244,244,244,244,244,244,243,243,F27,IND,6th Av - Culver,Bk,F,Subway,40.644040999999994,-73.979678
203,635955.0,26498977777.0,26499613732,church av,357,357,357,357,357,357,357,357,356,356,244,IRT,Nostrand,Bk,2 5,Subway,40.650843,-73.949575
204,108412.0,6778408855.0,6778517267,city hall,19,19,19,19,19,19,19,19,20,20,R24,BMT,Broadway,M,R W,Subway,40.713282,-74.006978
205,82127.0,489563918.0,489646045,clark st,335,335,335,335,335,335,335,335,334,334,231,IRT,Clark St,Bk,2 3,Subway,40.697466,-73.993086
206,92140.0,367138002.0,367230142,classon av,291,291,291,291,291,291,291,291,290,290,G34,IND,Crosstown,Bk,G,Subway,40.688873,-73.96007
207,53253.0,179660721.0,179713974,cleveland st,88,88,88,88,88,88,88,88,89,89,J22,BMT,Jamaica,Bk,J,Elevated,40.679947,-73.884639
208,118871.0,468366938.0,468485809,cortelyou rd,45,45,45,45,45,45,45,45,46,46,D30,BMT,Broadway - Brighton,Bk,B Q,Open Cut,40.64092700000001,-73.963891
209,179755.0,664312945.0,664492700,cortlandt st,20,20,20,20,20,20,20,20,21,21,R25,BMT,Broadway,M,R W,Subway,40.710668,-74.01102900000002
210,179755.0,664312945.0,664492700,cortlandt st,329,329,329,329,329,329,329,329,328,328,138,IRT,Broadway - 7Av,M,1,Subway,40.711835,-74.012188
211,306728.0,56565310501.0,56565562557,court sq,275,275,275,275,275,275,275,275,274,606,F09,IND,Queens Blvd,Q,E M,Subway,40.747846,-73.946
212,306728.0,56565310501.0,56565562557,court sq,282,282,282,282,282,282,282,282,281,606,G22,IND,Crosstown,Q,G,Subway,40.746553999999996,-73.943832
213,306728.0,56565310501.0,56565562557,court sq,464,464,464,464,464,464,464,464,462,606,719,IRT,Flushing,Q,7,Elevated,40.747023,-73.945264
214,80589.0,334253884.0,334334473,crescent st,86,86,86,86,86,86,86,86,87,87,J20,BMT,Jamaica,Bk,J Z,Elevated,40.683194,-73.873785
215,54550.0,224594252.0,224648802,cypress av,376,376,376,376,376,376,376,376,375,375,617,IRT,Pelham,Bx,6,Subway,40.805368,-73.91404200000002
216,25081.0,134692355.0,134717436,cypress hills,85,85,85,85,85,85,85,85,86,86,J19,BMT,Jamaica,Bk,J,Elevated,40.689941,-73.87255
217,631178.0,67994536538.0,67995060902,dekalb av,25,25,25,25,25,25,25,25,26,26,R30,BMT,Broadway - Brighton,Bk,B Q R,Subway,40.690635,-73.981824
218,631178.0,67994536538.0,67995060902,dekalb av,126,126,126,126,126,126,126,126,127,127,L16,BMT,Canarsie,Bk,L,Subway,40.703811,-73.918425
219,68738.0,1535963675.0,1536032413,ditmas av,245,245,245,245,245,245,245,245,244,244,F29,IND,6th Av - Culver,Bk,F,Elevated,40.636119,-73.978172
220,245573.0,775469339.0,775714912,dyckman st,142,142,142,142,142,142,142,142,144,144,A03,IND,8th Av - Fulton St,M,A,Subway,40.865491,-73.92727099999998
221,245573.0,775469339.0,775714912,dyckman st,300,300,300,300,300,300,300,300,299,299,109,IRT,Broadway - 7Av,M,1,Elevated,40.860531,-73.925536
222,81414.0,415284870.0,415366284,e 149 st,374,374,374,374,374,374,374,374,373,373,615,IRT,Pelham,Bx,6,Subway,40.812118,-73.904098
223,135295.0,605383328.0,605518623,e 180 st,427,427,427,427,427,427,427,427,426,426,213,IRT,Lenox - White Plains Rd,Bx,2 5,Elevated,40.841894,-73.873488
224,252680.0,3008139888.0,3008392568,east broadway,235,235,235,235,235,235,235,235,234,234,F16,IND,6th Av - Culver,M,F,Subway,40.713715,-73.990173
225,94244.0,462725618.0,462819862,eastern pkwy - brooklyn museum,342,342,342,342,342,342,342,342,341,341,238,IRT,Eastern Pky,Bk,2 3,Subway,40.671987,-73.964375
226,110040.0,217573074.0,217683114,elder av,370,370,370,370,370,370,370,370,369,369,611,IRT,Pelham,Bx,6,Elevated,40.828584,-73.879159
227,224991.0,542780194.0,543005185,elmhurst av,267,267,267,267,267,267,267,267,266,266,G13,IND,Queens Blvd,Q,M R,Subway,40.742453999999995,-73.882017
228,180540.0,484744041.0,484924581,euclid av,188,188,188,188,188,188,188,188,188,188,A55,IND,8th Av - Fulton St,Bk,A C,Subway,40.67537700000001,-73.872106
229,1018816.0,3914505079.0,3912103695,flushing - main st,448,448,448,448,448,448,448,448,447,447,701,IRT,Flushing,Q,7,Subway,40.7596,-73.83003000000002
230,205911.0,4063136977.0,4063342888,flushing av,97,97,97,97,97,97,97,97,98,98,M12,BMT,Jamaica,Bk,J M,Elevated,40.70026,-73.941126
231,205911.0,4063136977.0,4063342888,flushing av,288,288,288,288,288,288,288,288,287,287,G31,IND,Crosstown,Bk,G,Subway,40.700377,-73.950234
232,399474.0,25293839347.0,25294238821,fordham rd,214,214,214,214,214,214,214,214,213,213,D05,IND,Concourse,Bx,B D,Subway,40.861296,-73.897749
233,399474.0,25293839347.0,25294238821,fordham rd,383,383,383,383,383,383,383,383,382,382,407,IRT,Jerome Av,Bx,4,Elevated,40.862803,-73.901034
234,347855.0,13941204261.0,13941436216,franklin av,138,138,138,138,138,138,138,138,139,627,S01,BMT,Franklin Shuttle,Bk,S,Elevated,40.680596,-73.955827
235,347855.0,13941204261.0,13941436216,franklin av,178,178,178,178,178,178,178,178,178,627,A45,IND,8th Av - Fulton St,Bk,C,Subway,40.68138,-73.956848
236,347855.0,13941204261.0,13941436216,franklin av,343,343,343,343,343,343,343,343,342,626,239,IRT,Eastern Pky,Bk,2 3 4 5,Subway,40.670682,-73.95813100000002
237,105386.0,519220557.0,519325943,franklin st,327,327,327,327,327,327,327,327,326,326,136,IRT,Broadway - 7Av,M,1,Subway,40.719318,-74.006886
238,79274.0,3573578230.0,3573657504,freeman st,430,430,430,430,430,430,430,430,429,429,216,IRT,Lenox - White Plains Rd,Bx,2 5,Elevated,40.829993,-73.891865
239,89068.0,493418120.0,493507188,fresh pond rd,108,108,108,108,108,108,108,108,109,109,M04,BMT,Myrtle Av,Q,M,Elevated,40.706185999999995,-73.895877
240,969862.0,22530684069.0,22531653931,fulton st,105,105,105,105,105,105,105,105,106,628,M22,BMT,Jamaica,M,J Z,Subway,40.710374,-74.007582
241,969862.0,22530684069.0,22531653931,fulton st,172,172,172,172,172,172,172,172,172,628,A38,IND,8th Av - Fulton St,M,A C,Subway,40.710196999999994,-74.00769100000002
242,969862.0,22530684069.0,22531653931,fulton st,293,293,293,293,293,293,293,293,292,292,G36,IND,Crosstown,Bk,G,Subway,40.687119,-73.975375
243,969862.0,22530684069.0,22531653931,fulton st,333,333,333,333,333,333,333,333,332,628,229,IRT,Clark St,M,2 3,Subway,40.709416,-74.006571
244,969862.0,22530684069.0,22531653931,fulton st,413,413,413,413,413,413,413,413,412,628,418,IRT,Lexington Av,M,4 5,Subway,40.710368,-74.009509
245,131016.0,159151834.0,159282850,gates av,94,94,94,94,94,94,94,94,95,95,J30,BMT,Jamaica,Bk,J Z,Elevated,40.68963,-73.92227
246,182589.0,725520658.0,725703247,graham av,121,121,121,121,121,121,121,121,122,122,L11,BMT,Canarsie,Bk,L,Subway,40.714565,-73.944053
247,569837.0,6404663996.0,6405233833,grand st,122,122,122,122,122,122,122,122,123,123,L12,BMT,Canarsie,Bk,L,Subway,40.711926,-73.94067
248,569837.0,6404663996.0,6405233833,grand st,232,232,232,232,232,232,232,232,231,231,D22,IND,6th Av - Culver,M,B D,Subway,40.718267,-73.993753
249,105633.0,498252077.0,498357710,grant av,189,189,189,189,189,189,189,189,189,189,A57,IND,Liberty Av,Bk,A,Subway,40.677044,-73.86505
250,175374.0,378966166.0,379141540,greenpoint av,284,284,284,284,284,284,284,284,283,283,G26,IND,Crosstown,Bk,G,Subway,40.731352,-73.954449
251,211645.0,692165833.0,692377478,gun hill rd,422,422,422,422,422,422,422,422,421,421,208,IRT,Lenox - White Plains Rd,Bx,2 5,Elevated,40.87785,-73.866256
252,211645.0,692165833.0,692377478,gun hill rd,445,445,445,445,445,445,445,445,444,444,503,IRT,Dyre Av,Bx,5,Open Cut,40.869526,-73.846384
253,276295.0,2412497290.0,2412773585,halsey st,93,93,93,93,93,93,93,93,94,94,J29,BMT,Jamaica,Bk,J,Elevated,40.686370000000004,-73.91655899999998
254,276295.0,2412497290.0,2412773585,halsey st,128,128,128,128,128,128,128,128,129,129,L19,BMT,Canarsie,Q,L,Subway,40.695602,-73.904084
255,50623.0,223013223.0,223063846,hewes st,99,99,99,99,99,99,99,99,100,100,M14,BMT,Jamaica,Bk,J M,Elevated,40.70687,-73.95343100000002
256,206586.0,55179119073.0,55179325659,high st,173,173,173,173,173,173,173,173,173,173,A40,IND,8th Av - Fulton St,Bk,A C,Subway,40.699337,-73.990531
257,272231.0,3430266405.0,3430538636,houston st,325,325,325,325,325,325,325,325,324,324,134,IRT,Broadway - 7Av,M,1,Subway,40.728251,-74.005367
258,102473.0,391874755.0,391977228,hoyt st,337,337,337,337,337,337,337,337,336,336,233,IRT,Eastern Pky,Bk,2 3,Subway,40.690545,-73.985065
259,181809.0,705654957.0,705836766,hunts point av,372,372,372,372,372,372,372,372,371,371,613,IRT,Pelham,Bx,6,Subway,40.820948,-73.890549
260,55033.0,300838938.0,300893971,intervale av,432,432,432,432,432,432,432,432,431,431,218,IRT,Lenox - White Plains Rd,Bx,2 5,Elevated,40.822181,-73.896736
261,93992.0,2674304259.0,2674398251,jackson av,434,434,434,434,434,434,434,434,433,433,220,IRT,Lenox - White Plains Rd,Bx,2 5,Elevated,40.81649,-73.90780699999998
262,704180.0,13179541103.0,13180242789,jay st - metrotech,24,24,24,24,24,24,24,24,25,636,R29,BMT,Broadway,Bk,R,Subway,40.69218,-73.98594200000002
263,704180.0,13179541103.0,13180242789,jay st - metrotech,174,174,174,174,174,174,174,174,174,636,A41,IND,8th Av - Fulton St,Bk,A C F,Subway,40.692338,-73.987342
264,150213.0,496476271.0,496626484,jefferson st,125,125,125,125,125,125,125,125,126,126,L15,BMT,Canarsie,Bk,L,Subway,40.706607,-73.922913
265,389053.0,1108832681.0,1109221734,junction blvd,452,452,452,452,452,452,452,452,451,451,707,IRT,Flushing,Q,7,Elevated,40.749145,-73.869527
266,32713.0,279632458.0,279665171,junius st,350,350,350,350,350,350,350,350,349,349,254,IRT,Eastern Pky,Bk,3,Elevated,40.663515000000004,-73.902447
267,442888.0,2079572855.0,2080015743,kew gardens - union tpke,260,260,260,260,260,260,260,260,259,259,F06,IND,Queens Blvd,Q,E F,Subway,40.714441,-73.831008
268,493317.0,34366195646.0,34366688963,kings hwy,50,50,50,50,50,50,50,50,51,51,D35,BMT,Broadway - Brighton,Bk,B Q,Open Cut,40.608670000000004,-73.957734
269,493317.0,34366195646.0,34366688963,kings hwy,76,76,76,76,76,76,76,76,77,77,N08,BMT,Sea Beach,Bk,N,Open Cut,40.603922999999995,-73.98035300000002
270,493317.0,34366195646.0,34366688963,kings hwy,251,251,251,251,251,251,251,251,250,250,F35,IND,6th Av - Culver,Bk,F,Elevated,40.603217,-73.97236099999998
271,290647.0,2736629680.0,3438782627,kingsbridge rd,213,213,213,213,213,213,213,213,212,212,D04,IND,Concourse,Bx,B D,Subway,40.866978,-73.893509
272,290647.0,2736629680.0,3438782627,kingsbridge rd,382,382,382,382,382,382,382,382,381,381,406,IRT,Jerome Av,Bx,4,Elevated,40.86776,-73.89717399999998
273,83129.0,665103382.0,665186511,kingston av,345,345,345,345,345,345,345,345,344,344,249,IRT,Eastern Pky,Bk,3,Subway,40.669399,-73.942161
274,106360.0,241187693.0,241294053,kosciuszko st,95,95,95,95,95,95,95,95,96,96,J31,BMT,Jamaica,Bk,J,Elevated,40.693342,-73.928814
275,94161.0,437492487.0,437586648,lafayette av,176,176,176,176,176,176,176,176,176,176,A43,IND,8th Av - Fulton St,Bk,C,Subway,40.686113,-73.973946
276,47555.0,255359310.0,255406865,liberty av,185,185,185,185,185,185,185,185,185,185,A52,IND,8th Av - Fulton St,Bk,C,Subway,40.674541999999995,-73.896548
277,59849.0,265588024.0,265647873,livonia av,134,134,134,134,134,134,134,134,135,135,L26,BMT,Canarsie,Bk,L,Elevated,40.664038,-73.900571
278,57189.0,303202788.0,303259977,longwood av,373,373,373,373,373,373,373,373,372,372,614,IRT,Pelham,Bx,6,Subway,40.816103999999996,-73.896435
279,206005.0,455736040.0,455942045,lorimer st,98,98,98,98,98,98,98,98,99,99,M13,BMT,Jamaica,Bk,J M,Elevated,40.703869,-73.947408
280,206005.0,455736040.0,455942045,lorimer st,120,120,120,120,120,120,120,120,121,629,L10,BMT,Canarsie,Bk,L,Subway,40.714063,-73.950275
281,240224.0,3403299092.0,3403539316,marcy av,100,100,100,100,100,100,100,100,101,101,M16,BMT,Jamaica,Bk,J M Z,Elevated,40.708359,-73.957757
282,230263.0,4364580238.0,4364788459,metropolitan av,286,286,286,286,286,286,286,286,285,629,G29,IND,Crosstown,Bk,G,Subway,40.712792,-73.951418
283,35670.0,207356255.0,207391925,middletown rd,363,363,363,363,363,363,363,363,362,362,603,IRT,Pelham,Bx,6,Elevated,40.843863,-73.836322
284,130703.0,2916172183.0,2916302886,montrose av,123,123,123,123,123,123,123,123,124,124,L13,BMT,Canarsie,Bk,L,Subway,40.707739000000004,-73.93985
285,146694.0,456746396.0,456893090,morgan av,124,124,124,124,124,124,124,124,125,125,L14,BMT,Canarsie,Bk,L,Subway,40.706152,-73.93314699999998
286,39321.0,163339378.0,163378699,morris park,447,447,447,447,447,447,447,447,446,446,505,IRT,Dyre Av,Bx,5,Open Cut,40.854364000000004,-73.860495
287,144329.0,712390837.0,712535166,mosholu pkwy,380,380,380,380,380,380,380,380,379,379,402,IRT,Jerome Av,Bx,4,Elevated,40.87975,-73.88465500000002
288,90588.0,215387170.0,215477758,mt eden av,387,387,387,387,387,387,387,387,386,386,411,IRT,Jerome Av,Bx,4,Elevated,40.844434,-73.91468499999998
289,209960.0,772242902.0,772452862,myrtle av,96,96,96,96,96,96,96,96,97,97,M11,BMT,Jamaica,Bk,J M Z,Elevated,40.697207,-73.93565699999998
290,164356.0,333609637.0,333773993,nassau av,285,285,285,285,285,285,285,285,284,284,G28,IND,Crosstown,Bk,G,Subway,40.724635,-73.951277
291,82005.0,3578005142.0,3578087147,neck rd,52,52,52,52,52,52,52,52,53,53,D38,BMT,Broadway - Brighton,Bk,B Q,Open Cut,40.595246,-73.955161
292,25353.0,153116216.0,153141569,neptune av,254,254,254,254,254,254,254,254,253,253,F39,IND,6th Av - Culver,Bk,F,Elevated,40.581011,-73.974574
293,59417.0,272049301.0,272108718,nereid av,418,418,418,418,418,418,418,418,417,417,204,IRT,Lenox - White Plains Rd,Bx,2 5,Elevated,40.898379,-73.854376
294,186625.0,686307635.0,686494260,nevins st,338,338,338,338,338,338,338,338,337,337,234,IRT,Eastern Pky,Bk,2 3 4 5,Subway,40.688246,-73.980492
295,89263.0,729927320.0,730016583,new lots av,135,135,135,135,135,135,135,135,136,136,L27,BMT,Canarsie,Bk,L,Elevated,40.65873300000001,-73.899232
296,89263.0,729927320.0,730016583,new lots av,353,353,353,353,353,353,353,353,352,352,257,IRT,Eastern Pky,Bk,3,Elevated,40.666235,-73.884079
297,93070.0,69698883.0,69791953,new utrecht av,72,72,72,72,72,72,72,72,73,615,N04,BMT,Sea Beach,Bk,N,Open Cut,40.624842,-73.996353
298,128256.0,891230579.0,891358835,newkirk av,359,359,359,359,359,359,359,359,358,358,246,IRT,Nostrand,Bk,2 5,Subway,40.639967,-73.948411
299,191074.0,1122324003.0,1122515077,newkirk plaza,46,46,46,46,46,46,46,46,47,47,D31,BMT,Broadway - Brighton,Bk,B Q,Open Cut,40.635082000000004,-73.962793
300,124631.0,436848541.0,436973172,northern blvd,270,270,270,270,270,270,270,270,269,269,G16,IND,Queens Blvd,Q,M R,Subway,40.752885,-73.906006
301,56062.0,237994261.0,238050323,norwood av,87,87,87,87,87,87,87,87,88,88,J21,BMT,Jamaica,Bk,J Z,Elevated,40.68141,-73.880039
302,395602.0,948546692.0,948942294,nostrand av,179,179,179,179,179,179,179,179,179,179,A46,IND,8th Av - Fulton St,Bk,A C,Subway,40.680438,-73.95042600000002
303,395602.0,948546692.0,948942294,nostrand av,344,344,344,344,344,344,344,344,343,343,248,IRT,Eastern Pky,Bk,3,Subway,40.669847,-73.950466
304,60961.0,352877861.0,352938822,ocean pkwy,55,55,55,55,55,55,55,55,56,56,D41,BMT,Broadway - Brighton,Bk,Q,Elevated,40.576312,-73.968501
305,276931.0,1936962395.0,1937239326,parkchester,367,367,367,367,367,367,367,367,366,366,608,IRT,Pelham,Bx,6,Elevated,40.833226,-73.860816
306,124114.0,767208989.0,767333103,parkside av,42,42,42,42,42,42,42,42,43,43,D27,BMT,Broadway - Brighton,Bk,B Q,Open Cut,40.655291999999996,-73.961495
307,110214.0,542104843.0,542215057,parsons blvd,257,257,257,257,257,257,257,257,256,256,F03,IND,Queens Blvd,Q,F,Subway,40.707564,-73.803326
308,133668.0,5256115855.0,5256249523,pelham bay park,361,361,361,361,361,361,361,361,360,360,601,IRT,Pelham,Bx,6,Elevated,40.852462,-73.828121
309,203150.0,7463888253.0,7464091403,pelham pkwy,425,425,425,425,425,425,425,425,424,424,211,IRT,Lenox - White Plains Rd,Bx,2 5,Elevated,40.857192,-73.867615
310,203150.0,7463888253.0,7464091403,pelham pkwy,446,446,446,446,446,446,446,446,445,445,504,IRT,Dyre Av,Bx,5,Open Cut,40.858985,-73.85535899999998
311,65517.0,108419113.0,108484630,pennsylvania av,351,351,351,351,351,351,351,351,350,350,255,IRT,Eastern Pky,Bk,3,Elevated,40.664635,-73.89489499999998
312,64844.0,304930184.0,304995028,president st,354,354,354,354,354,354,354,354,353,353,241,IRT,Nostrand,Bk,2 5,Subway,40.667883,-73.950683
313,281926.0,1349040366.0,1349322292,prince st,16,16,16,16,16,16,16,16,17,17,R22,BMT,Broadway - Brighton,M,R W,Subway,40.724329,-73.997702
314,196482.0,1090984296.0,1091180778,prospect av,29,29,29,29,29,29,29,29,30,30,R34,BMT,4th Av,Bk,R,Subway,40.665414,-73.99287199999998
315,196482.0,1090984296.0,1091180778,prospect av,433,433,433,433,433,433,433,433,432,432,219,IRT,Lenox - White Plains Rd,Bx,2 5,Elevated,40.819585,-73.90177
316,201083.0,32194606075.0,32194807158,prospect park,41,41,41,41,41,41,41,41,42,42,D26,BMT,Broadway - Brighton,Bk,B Q,Open Cut,40.661614,-73.962246
317,201260.0,1885213691.0,1885414951,queens plaza,274,274,274,274,274,274,274,274,273,273,G21,IND,Queens Blvd,Q,E M R,Subway,40.748973,-73.93724300000002
318,106658.0,512138174.0,512244832,ralph av,182,182,182,182,182,182,182,182,182,182,A49,IND,8th Av - Fulton St,Bk,C,Subway,40.678822,-73.92078599999998
319,312282.0,6178672113.0,6178984395,rector st,21,21,21,21,21,21,21,21,22,22,R26,BMT,Broadway,M,R W,Subway,40.70722,-74.01334200000002
320,312282.0,6178672113.0,6178984395,rector st,330,330,330,330,330,330,330,330,329,329,139,IRT,Broadway - 7Av,M,1,Subway,40.707513,-74.01378299999998
321,176461.0,14784684153.0,14784860614,rockaway av,183,183,183,183,183,183,183,183,183,183,A50,IND,8th Av - Fulton St,Bk,C,Subway,40.67834000000001,-73.911946
322,176461.0,14784684153.0,14784860614,rockaway av,349,349,349,349,349,349,349,349,348,348,253,IRT,Eastern Pky,Bk,3,Elevated,40.662549,-73.908946
323,134187.0,5392323921.0,5392458108,rockaway blvd,192,192,192,192,192,192,192,192,192,192,A61,IND,Liberty Av,Q,A,Elevated,40.680429,-73.843853
324,82173.0,564466642.0,564548815,saratoga av,348,348,348,348,348,348,348,348,347,347,252,IRT,Eastern Pky,Bk,3,Elevated,40.661453,-73.916327
325,249067.0,954760263.0,955009330,sheepshead bay,53,53,53,53,53,53,53,53,54,54,D39,BMT,Broadway - Brighton,Bk,B Q,Open Cut,40.586896,-73.954155
326,57177.0,157739315.0,157796492,shepherd av,187,187,187,187,187,187,187,187,187,187,A54,IND,8th Av - Fulton St,Bk,C,Subway,40.67413,-73.88075
327,155871.0,3251031150.0,3251187021,simpson st,431,431,431,431,431,431,431,431,430,430,217,IRT,Lenox - White Plains Rd,Bx,2 5,Elevated,40.824073,-73.893064
328,446287.0,10192592184.0,10193038471,spring st,168,168,168,168,168,168,168,168,168,168,A33,IND,8th Av - Fulton St,M,C E,Subway,40.726227,-74.003739
329,446287.0,10192592184.0,10193038471,spring st,410,410,410,410,410,410,410,410,409,409,638,IRT,Lexington Av,M,6,Subway,40.722301,-73.997141
330,238976.0,2416074358.0,2416313334,st george,476,476,476,476,476,476,476,476,501,501,S31,SIR,Staten Island,SI,SIR,Open Cut,40.643747999999995,-74.073643
331,71505.0,280361658.0,280433163,st lawrence av,368,368,368,368,368,368,368,368,367,367,609,IRT,Pelham,Bx,6,Elevated,40.831509000000004,-73.86761800000002
332,296659.0,1162742247.0,1163038906,steinway st,272,272,272,272,272,272,272,272,271,271,G19,IND,Queens Blvd,Q,M R,Subway,40.756879,-73.92074000000002
333,100291.0,317814579.0,317914870,sterling st,355,355,355,355,355,355,355,355,354,354,242,IRT,Nostrand,Bk,2 5,Subway,40.662742,-73.95085
334,75679.0,1979950996.0,1980026675,sutphin blvd,258,258,258,258,258,258,258,258,257,257,F04,IND,Queens Blvd,Q,F,Subway,40.705459999999995,-73.81070799999998
